Disease,Group,Strategy,Augmenter,AUC_ROC,AUC_PR,Accuracy,Precision,Recall,Specificity,F1,Len Aug_x,AUC_no_aug,F1_no_aug
Hypercholesterolemia,Group_3,G3_R20,Aug_10,0.8358,0.8055,0.75483871,0.73943662,0.729166667,0.777108434,0.734265734,1191,0.79899,0.696578579
Hypercholesterolemia,Group_3,G3_R20,Aug_11,0.8137,0.7915,0.751612903,0.748148148,0.701388889,0.795180723,0.724014337,1191,0.79899,0.696578579
Hypercholesterolemia,Group_3,G3_R20,Aug_12,0.7861,0.7641,0.709677419,0.7109375,0.631944444,0.777108434,0.669117647,1191,0.79899,0.696578579
Hypercholesterolemia,Group_3,G3_R20,Aug_13,0.8265,0.7891,0.767741935,0.790322581,0.680555556,0.843373494,0.731343284,1191,0.79899,0.696578579
Hypercholesterolemia,Group_3,G3_R20,Aug_14,0.8169,0.7943,0.75483871,0.757575758,0.694444444,0.807228916,0.724637681,1191,0.79899,0.696578579
Hypercholesterolemia,Group_3,G3_R20,Aug_15,0.814,0.7824,0.729032258,0.730769231,0.659722222,0.789156627,0.693430657,1191,0.79899,0.696578579
Hypercholesterolemia,Group_3,G3_R20,Aug_16,0.8058,0.7862,0.735483871,0.731343284,0.680555556,0.78313253,0.705035971,1191,0.79899,0.696578579
Hypercholesterolemia,Group_3,G3_R20,Aug_17,0.8294,0.8095,0.767741935,0.768656716,0.715277778,0.813253012,0.741007194,1191,0.79899,0.696578579
Hypercholesterolemia,Group_3,G3_R20,Aug_0,0.8085,0.7644,0.735483871,0.701298701,0.75,0.722891566,0.724832215,1191,0.79899,0.696578579
Hypercholesterolemia,Group_3,G3_R20,Aug_1,0.8194,0.7854,0.738709677,0.717241379,0.722222222,0.753012048,0.719723183,1191,0.79899,0.696578579
Hypercholesterolemia,Group_3,G3_R20,Aug_2,0.8165,0.7707,0.729032258,0.705479452,0.715277778,0.740963855,0.710344828,1191,0.79899,0.696578579
Hypercholesterolemia,Group_3,G3_R20,Aug_3,0.7976,0.7593,0.748387097,0.735714286,0.715277778,0.777108434,0.725352113,1191,0.79899,0.696578579
Hypercholesterolemia,Group_3,G3_R20,Aug_4,0.8005,0.7588,0.732258065,0.725925926,0.680555556,0.777108434,0.702508961,1191,0.79899,0.696578579
Hypercholesterolemia,Group_3,G3_R20,Aug_5,0.7917,0.7468,0.712903226,0.695035461,0.680555556,0.740963855,0.687719298,1191,0.79899,0.696578579
Hypercholesterolemia,Group_3,G3_R20,Aug_6,0.7862,0.7485,0.725806452,0.718518519,0.673611111,0.771084337,0.695340502,1191,0.79899,0.696578579
Hypercholesterolemia,Group_3,G3_R20,Aug_7,0.8025,0.7653,0.732258065,0.713286713,0.708333333,0.753012048,0.710801394,1191,0.79899,0.696578579
Hypercholesterolemia,Group_3,G3_R20,Aug_8,0.7655,0.7279,0.680645161,0.664233577,0.631944444,0.722891566,0.647686833,1191,0.79899,0.696578579
Hypercholesterolemia,Group_3,G3_R20,Aug_9,0.7839,0.7462,0.725806452,0.703448276,0.708333333,0.740963855,0.705882353,1191,0.79899,0.696578579
Hypercholesterolemia,Group_3,G3_R20,Aug_10,0.8101,0.7799,0.738709677,0.711409396,0.736111111,0.740963855,0.723549488,1191,0.79899,0.696578579
Hypercholesterolemia,Group_3,G3_R20,Aug_11,0.7935,0.7551,0.725806452,0.721804511,0.666666667,0.777108434,0.693140794,1191,0.79899,0.696578579
Hypercholesterolemia,Group_3,G3_R20,Aug_12,0.7919,0.7561,0.719354839,0.699300699,0.694444444,0.740963855,0.696864111,1191,0.79899,0.696578579
Hypercholesterolemia,Group_3,G3_R20,Aug_13,0.7982,0.7579,0.732258065,0.716312057,0.701388889,0.759036145,0.70877193,1191,0.79899,0.696578579
Hypercholesterolemia,Group_3,G3_R20,Aug_14,0.8007,0.7564,0.735483871,0.724637681,0.694444444,0.771084337,0.709219858,1191,0.79899,0.696578579
Hypercholesterolemia,Group_3,G3_R20,Aug_15,0.7841,0.7507,0.716129032,0.705882353,0.666666667,0.759036145,0.685714286,1191,0.79899,0.696578579
Hypercholesterolemia,Group_3,G3_R20,Aug_16,0.7893,0.7518,0.709677419,0.698529412,0.659722222,0.753012048,0.678571429,1191,0.79899,0.696578579
Hypercholesterolemia,Group_3,G3_R20,Aug_17,0.7862,0.7378,0.725806452,0.709219858,0.694444444,0.753012048,0.701754386,1191,0.79899,0.696578579
Hypercholesterolemia,Group_3,G3_R20,Aug_0,0.8258,0.7961,0.761290323,0.765151515,0.701388889,0.813253012,0.731884058,1191,0.79899,0.696578579
Hypercholesterolemia,Group_3,G3_R20,Aug_1,0.8444,0.8202,0.790322581,0.772413793,0.777777778,0.801204819,0.775086505,1191,0.79899,0.696578579
Hypercholesterolemia,Group_3,G3_R20,Aug_2,0.836,0.8043,0.770967742,0.766423358,0.729166667,0.807228916,0.747330961,1191,0.79899,0.696578579
Hypercholesterolemia,Group_3,G3_R20,Aug_3,0.8259,0.784,0.774193548,0.764285714,0.743055556,0.801204819,0.753521127,1191,0.79899,0.696578579
Hypercholesterolemia,Group_3,G3_R20,Aug_4,0.8433,0.8206,0.790322581,0.788321168,0.75,0.825301205,0.768683274,1191,0.79899,0.696578579
Hypercholesterolemia,Group_3,G3_R20,Aug_5,0.8089,0.764,0.764516129,0.766917293,0.708333333,0.813253012,0.736462094,1191,0.79899,0.696578579
Hypercholesterolemia,Group_3,G3_R20,Aug_6,0.8246,0.7871,0.748387097,0.726027397,0.736111111,0.759036145,0.731034483,1191,0.79899,0.696578579
Hypercholesterolemia,Group_3,G3_R20,Aug_7,0.8192,0.7909,0.780645161,0.771428571,0.75,0.807228916,0.76056338,1191,0.79899,0.696578579
Hypercholesterolemia,Group_3,G3_R20,Aug_8,0.8128,0.7679,0.764516129,0.75177305,0.736111111,0.789156627,0.743859649,1191,0.79899,0.696578579
Hypercholesterolemia,Group_3,G3_R20,Aug_9,0.7898,0.7553,0.748387097,0.735714286,0.715277778,0.777108434,0.725352113,1191,0.79899,0.696578579
Hypercholesterolemia,Group_3,G3_R20,Aug_10,0.8306,0.7915,0.780645161,0.779411765,0.736111111,0.819277108,0.757142857,1191,0.79899,0.696578579
Hypercholesterolemia,Group_3,G3_R20,Aug_11,0.8211,0.7708,0.764516129,0.762962963,0.715277778,0.807228916,0.738351254,1191,0.79899,0.696578579
Hypercholesterolemia,Group_3,G3_R20,Aug_12,0.8026,0.7686,0.770967742,0.77443609,0.715277778,0.819277108,0.74368231,1191,0.79899,0.696578579
Hypercholesterolemia,Group_3,G3_R20,Aug_13,0.8193,0.7835,0.764516129,0.766917293,0.708333333,0.813253012,0.736462094,1191,0.79899,0.696578579
Hypercholesterolemia,Group_3,G3_R20,Aug_14,0.8132,0.7662,0.770967742,0.766423358,0.729166667,0.807228916,0.747330961,1191,0.79899,0.696578579
Hypercholesterolemia,Group_3,G3_R20,Aug_15,0.8108,0.775,0.764516129,0.775193798,0.694444444,0.825301205,0.732600733,1191,0.79899,0.696578579
Hypercholesterolemia,Group_3,G3_R20,Aug_16,0.8073,0.7773,0.75483871,0.757575758,0.694444444,0.807228916,0.724637681,1191,0.79899,0.696578579
Hypercholesterolemia,Group_3,G3_R20,Aug_17,0.8178,0.7881,0.758064516,0.763358779,0.694444444,0.813253012,0.727272727,1191,0.79899,0.696578579
CAD,Group_3,G3_R20,Aug_0,0.8857,0.9009,0.8,0.794594595,0.859649123,0.726618705,0.825842697,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_1,0.899,0.9091,0.806451613,0.806629834,0.85380117,0.748201439,0.829545455,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_2,0.8895,0.9034,0.790322581,0.784946237,0.85380117,0.712230216,0.817927171,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_3,0.8999,0.914,0.816129032,0.816666667,0.859649123,0.762589928,0.837606838,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_4,0.8887,0.9073,0.809677419,0.811111111,0.85380117,0.755395683,0.831908832,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_5,0.8929,0.9063,0.806451613,0.8,0.865497076,0.73381295,0.831460674,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_6,0.8854,0.9006,0.819354839,0.81420765,0.871345029,0.755395683,0.84180791,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_7,0.8727,0.8885,0.8,0.79144385,0.865497076,0.71942446,0.826815642,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_8,0.8828,0.8956,0.803225806,0.8125,0.83625731,0.762589928,0.824207493,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_9,0.8831,0.9013,0.783870968,0.785714286,0.83625731,0.71942446,0.8101983,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_10,0.8878,0.9041,0.803225806,0.795698925,0.865497076,0.726618705,0.829131653,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_11,0.8849,0.9027,0.809677419,0.807692308,0.859649123,0.748201439,0.83286119,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_12,0.8832,0.8907,0.816129032,0.809782609,0.871345029,0.748201439,0.83943662,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_13,0.881,0.8952,0.806451613,0.803278689,0.859649123,0.741007194,0.830508475,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_14,0.8767,0.893,0.787096774,0.783783784,0.847953216,0.712230216,0.814606742,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_15,0.8897,0.8996,0.819354839,0.824858757,0.85380117,0.776978417,0.83908046,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_16,0.8866,0.8968,0.816129032,0.813186813,0.865497076,0.755395683,0.838526912,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_17,0.8884,0.9029,0.806451613,0.803278689,0.859649123,0.741007194,0.830508475,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_0,0.9037,0.9149,0.85483871,0.875,0.859649123,0.848920863,0.867256637,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_1,0.9026,0.9116,0.835483871,0.837078652,0.871345029,0.791366906,0.853868195,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_2,0.8988,0.9126,0.819354839,0.840236686,0.830409357,0.805755396,0.835294118,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_3,0.9092,0.9177,0.851612903,0.865497076,0.865497076,0.834532374,0.865497076,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_4,0.8984,0.9134,0.825806452,0.830508475,0.859649123,0.784172662,0.844827586,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_5,0.8958,0.9009,0.835483871,0.852941176,0.847953216,0.820143885,0.850439883,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_6,0.895,0.9035,0.825806452,0.846153846,0.83625731,0.81294964,0.841176471,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_7,0.8964,0.9098,0.822580645,0.845238095,0.830409357,0.81294964,0.837758112,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_8,0.9,0.9079,0.812903226,0.808743169,0.865497076,0.748201439,0.836158192,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_9,0.8959,0.9119,0.838709677,0.845714286,0.865497076,0.805755396,0.855491329,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_10,0.9001,0.9084,0.85483871,0.862068966,0.877192982,0.827338129,0.869565217,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_11,0.8918,0.9103,0.819354839,0.844311377,0.824561404,0.81294964,0.834319527,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_12,0.8931,0.9069,0.829032258,0.835227273,0.859649123,0.791366906,0.847262248,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_13,0.9097,0.9195,0.841935484,0.846590909,0.871345029,0.805755396,0.858789625,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_14,0.9022,0.912,0.838709677,0.845714286,0.865497076,0.805755396,0.855491329,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_15,0.899,0.9098,0.825806452,0.826815642,0.865497076,0.776978417,0.845714286,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_16,0.8976,0.9128,0.819354839,0.817679558,0.865497076,0.762589928,0.840909091,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_17,0.9072,0.9122,0.84516129,0.868263473,0.847953216,0.841726619,0.857988166,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_0,0.8802,0.8883,0.796774194,0.803370787,0.83625731,0.748201439,0.819484241,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_1,0.8806,0.8854,0.812903226,0.822857143,0.842105263,0.776978417,0.832369942,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_2,0.8698,0.8782,0.796774194,0.813953488,0.81871345,0.769784173,0.816326531,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_3,0.8737,0.8865,0.783870968,0.792134831,0.824561404,0.73381295,0.808022923,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_4,0.8734,0.8834,0.787096774,0.8,0.81871345,0.748201439,0.809248555,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_5,0.8623,0.8728,0.787096774,0.793296089,0.830409357,0.73381295,0.811428571,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_6,0.8762,0.887,0.796774194,0.813953488,0.81871345,0.769784173,0.816326531,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_7,0.8709,0.8865,0.790322581,0.811764706,0.807017544,0.769784173,0.809384164,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_8,0.8802,0.8997,0.809677419,0.825581395,0.830409357,0.784172662,0.827988338,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_9,0.8791,0.8868,0.809677419,0.814606742,0.847953216,0.762589928,0.830945559,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_10,0.8737,0.8849,0.796774194,0.817647059,0.812865497,0.776978417,0.815249267,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_11,0.877,0.8861,0.803225806,0.816091954,0.830409357,0.769784173,0.823188406,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_12,0.8664,0.8778,0.787096774,0.807017544,0.807017544,0.762589928,0.807017544,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_13,0.8685,0.8785,0.774193548,0.80239521,0.783625731,0.762589928,0.792899408,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_14,0.8783,0.8856,0.812903226,0.826589595,0.83625731,0.784172662,0.831395349,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_15,0.8724,0.8863,0.790322581,0.801136364,0.824561404,0.748201439,0.812680115,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_16,0.8753,0.888,0.793548387,0.802259887,0.830409357,0.748201439,0.816091954,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_17,0.8805,0.8945,0.809677419,0.811111111,0.85380117,0.755395683,0.831908832,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_0,0.8845,0.9035,0.812903226,0.850931677,0.801169591,0.827338129,0.825301205,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_1,0.8873,0.9047,0.793548387,0.828220859,0.789473684,0.798561151,0.808383234,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_2,0.8719,0.8914,0.8,0.83030303,0.801169591,0.798561151,0.81547619,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_3,0.8872,0.9066,0.793548387,0.816568047,0.807017544,0.776978417,0.811764706,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_4,0.8827,0.9044,0.803225806,0.827380952,0.812865497,0.791366906,0.820058997,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_5,0.8709,0.8914,0.790322581,0.811764706,0.807017544,0.769784173,0.809384164,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_6,0.8791,0.8976,0.790322581,0.81547619,0.801169591,0.776978417,0.808259587,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_7,0.8794,0.901,0.790322581,0.808139535,0.812865497,0.762589928,0.810495627,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_8,0.8918,0.9108,0.819354839,0.86163522,0.801169591,0.841726619,0.83030303,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_9,0.8549,0.8757,0.767741935,0.8,0.771929825,0.762589928,0.785714286,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_10,0.8874,0.9073,0.790322581,0.819277108,0.795321637,0.784172662,0.807121662,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_11,0.8725,0.8992,0.783870968,0.817073171,0.783625731,0.784172662,0.8,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_12,0.8791,0.8996,0.790322581,0.81547619,0.801169591,0.776978417,0.808259587,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_13,0.8779,0.8987,0.8,0.847133758,0.777777778,0.827338129,0.81097561,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_14,0.8794,0.9029,0.780645161,0.828025478,0.760233918,0.805755396,0.792682927,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_15,0.8654,0.8859,0.793548387,0.820359281,0.801169591,0.784172662,0.810650888,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_16,0.8837,0.9016,0.787096774,0.818181818,0.789473684,0.784172662,0.803571429,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_17,0.8752,0.8971,0.783870968,0.820987654,0.777777778,0.791366906,0.798798799,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_0,0.8951,0.8969,0.819354839,0.810810811,0.877192982,0.748201439,0.842696629,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_1,0.8975,0.898,0.822580645,0.818681319,0.871345029,0.762589928,0.844192635,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_2,0.8983,0.902,0.832258065,0.818181818,0.894736842,0.755395683,0.854748603,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_3,0.8941,0.8999,0.796774194,0.790322581,0.859649123,0.71942446,0.823529412,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_4,0.8887,0.8938,0.822580645,0.811827957,0.883040936,0.748201439,0.845938375,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_5,0.8904,0.8955,0.822580645,0.811827957,0.883040936,0.748201439,0.845938375,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_6,0.8993,0.9037,0.819354839,0.810810811,0.877192982,0.748201439,0.842696629,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_7,0.8941,0.897,0.822580645,0.818681319,0.871345029,0.762589928,0.844192635,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_8,0.8902,0.8972,0.812903226,0.815642458,0.85380117,0.762589928,0.834285714,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_9,0.8926,0.8987,0.809677419,0.79787234,0.877192982,0.726618705,0.835654596,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_10,0.8953,0.9005,0.806451613,0.8,0.865497076,0.73381295,0.831460674,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_11,0.9065,0.9067,0.84516129,0.832432432,0.900584795,0.776978417,0.865168539,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_12,0.898,0.9012,0.829032258,0.817204301,0.888888889,0.755395683,0.851540616,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_13,0.8896,0.8901,0.825806452,0.82320442,0.871345029,0.769784173,0.846590909,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_14,0.8907,0.8959,0.825806452,0.830508475,0.859649123,0.784172662,0.844827586,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_15,0.8898,0.8955,0.809677419,0.814606742,0.847953216,0.762589928,0.830945559,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_16,0.8922,0.8954,0.822580645,0.815217391,0.877192982,0.755395683,0.845070423,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_17,0.8984,0.9031,0.822580645,0.818681319,0.871345029,0.762589928,0.844192635,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_0,0.9116,0.9177,0.822580645,0.818681319,0.871345029,0.762589928,0.844192635,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_1,0.9045,0.9038,0.819354839,0.828571429,0.847953216,0.784172662,0.838150289,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_2,0.9038,0.911,0.803225806,0.819767442,0.824561404,0.776978417,0.822157434,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_3,0.9104,0.9185,0.825806452,0.830508475,0.859649123,0.784172662,0.844827586,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_4,0.9062,0.8838,0.822580645,0.808510638,0.888888889,0.741007194,0.846796657,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_5,0.9054,0.9126,0.812903226,0.815642458,0.85380117,0.762589928,0.834285714,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_6,0.91,0.9189,0.835483871,0.826086957,0.888888889,0.769784173,0.856338028,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_7,0.9017,0.9137,0.816129032,0.823863636,0.847953216,0.776978417,0.83573487,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_8,0.8928,0.9025,0.790322581,0.804597701,0.81871345,0.755395683,0.811594203,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_9,0.8992,0.9106,0.803225806,0.816091954,0.830409357,0.769784173,0.823188406,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_10,0.9053,0.9191,0.822580645,0.822222222,0.865497076,0.769784173,0.843304843,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_11,0.8978,0.9092,0.806451613,0.810055866,0.847953216,0.755395683,0.828571429,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_12,0.9044,0.9093,0.819354839,0.828571429,0.847953216,0.784172662,0.838150289,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_13,0.9068,0.914,0.803225806,0.798913043,0.859649123,0.73381295,0.828169014,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_14,0.898,0.9078,0.8,0.804469274,0.842105263,0.748201439,0.822857143,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_15,0.8896,0.9037,0.819354839,0.810810811,0.877192982,0.748201439,0.842696629,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_16,0.9061,0.9092,0.803225806,0.798913043,0.859649123,0.73381295,0.828169014,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_17,0.8964,0.9084,0.822580645,0.829545455,0.85380117,0.784172662,0.841498559,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_0,0.9005,0.9187,0.816129032,0.827586207,0.842105263,0.784172662,0.834782609,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_1,0.9063,0.9247,0.822580645,0.837209302,0.842105263,0.798561151,0.839650146,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_2,0.91,0.9234,0.822580645,0.822222222,0.865497076,0.769784173,0.843304843,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_3,0.9154,0.9331,0.829032258,0.831460674,0.865497076,0.784172662,0.848137536,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_4,0.9015,0.9158,0.819354839,0.832369942,0.842105263,0.791366906,0.837209302,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_5,0.8923,0.9104,0.806451613,0.806629834,0.85380117,0.748201439,0.829545455,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_6,0.9003,0.9221,0.796774194,0.796703297,0.847953216,0.73381295,0.821529745,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_7,0.9103,0.9239,0.832258065,0.828729282,0.877192982,0.776978417,0.852272727,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_8,0.9138,0.9312,0.84516129,0.863905325,0.85380117,0.834532374,0.858823529,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_9,0.9032,0.9199,0.812903226,0.81920904,0.847953216,0.769784173,0.833333333,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_10,0.8988,0.9147,0.819354839,0.840236686,0.830409357,0.805755396,0.835294118,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_11,0.9096,0.9275,0.822580645,0.833333333,0.847953216,0.791366906,0.84057971,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_12,0.9022,0.9205,0.819354839,0.832369942,0.842105263,0.791366906,0.837209302,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_13,0.9013,0.9189,0.825806452,0.842105263,0.842105263,0.805755396,0.842105263,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_14,0.9043,0.9233,0.809677419,0.804347826,0.865497076,0.741007194,0.833802817,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_15,0.8952,0.9184,0.806451613,0.817142857,0.83625731,0.769784173,0.826589595,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_16,0.8995,0.9186,0.803225806,0.816091954,0.830409357,0.769784173,0.823188406,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_17,0.9105,0.9253,0.832258065,0.836158192,0.865497076,0.791366906,0.850574713,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_0,0.8935,0.9087,0.825806452,0.819672131,0.877192982,0.762589928,0.847457627,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_1,0.8847,0.903,0.812903226,0.815642458,0.85380117,0.762589928,0.834285714,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_2,0.8841,0.8991,0.809677419,0.811111111,0.85380117,0.755395683,0.831908832,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_3,0.8954,0.9077,0.819354839,0.81420765,0.871345029,0.755395683,0.84180791,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_4,0.8895,0.9044,0.803225806,0.805555556,0.847953216,0.748201439,0.826210826,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_5,0.8819,0.9006,0.790322581,0.797752809,0.830409357,0.741007194,0.813753582,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_6,0.888,0.9027,0.816129032,0.820224719,0.85380117,0.769784173,0.836676218,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_7,0.8898,0.9097,0.809677419,0.825581395,0.830409357,0.784172662,0.827988338,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_8,0.8837,0.9002,0.803225806,0.802197802,0.85380117,0.741007194,0.827195467,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_9,0.88,0.9014,0.793548387,0.792349727,0.847953216,0.726618705,0.81920904,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_10,0.8815,0.9025,0.809677419,0.814606742,0.847953216,0.762589928,0.830945559,1229,0.86963,0.808617143
CAD,Group_3,G3_R20,Aug_11,0.8821,0.896,0.809677419,0.837349398,0.812865497,0.805755396,0.824925816,1229,0.86963,0.808617143
